Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH
2020-06-18,,,,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,2.0,0.0,0.0,,,0.0,,,0.0,0.0,,3.0,1.0,0.0,,13.0
2020-06-19,,,0.0,0.0,0.0,2.0,0.0,3.0,,0.0,0.0,2.0,1.0,0.0,,,0.0,,,0.0,0.0,,3.0,1.0,0.0,,15.0
2020-06-20,,,,0.0,0.0,2.0,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,3.0,1.0,0.0,,14.0
2020-06-21,,,,0.0,0.0,1.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,3.0,1.0,0.0,,13.0
2020-06-22,,,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,0.0,2.0,0.0,0.0,,,0.0,,,0.0,0.0,,3.0,1.0,0.0,,13.0
2020-06-23,,,,0.0,0.0,1.0,0.0,4.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,3.0,1.0,0.0,,14.0
2020-06-24,,,,0.0,0.0,1.0,0.0,5.0,,0.0,0.0,1.0,0.0,0.0,,3.0,0.0,,,0.0,0.0,,2.0,1.0,0.0,,14.0
2020-06-25,,,0.0,0.0,0.0,1.0,0.0,5.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,2.0,1.0,0.0,,14.0
2020-06-26,,,0.0,0.0,0.0,1.0,0.0,4.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,2.0,1.0,0.0,,13.0
2020-06-27,,,,0.0,0.0,1.0,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,2.0,1.0,0.0,,13.0
2020-06-28,,,,0.0,0.0,1.0,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,2.0,1.0,0.0,,13.0
2020-06-29,,,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,3.0,2.0,0.0,,14.0
2020-06-30,,,,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,4.0,2.0,0.0,,14.0
2020-07-01,,,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,2.0,0.0,0.0,,,0.0,,,0.0,0.0,,4.0,2.0,0.0,,15.0
2020-07-02,,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,0.0,0.0,,,0.0,,,0.0,0.0,,3.0,1.0,0.0,,12.0
2020-07-03,,,,1.0,0.0,,1.0,2.0,,0.0,0.0,2.0,0.0,0.0,,,0.0,,,0.0,0.0,,3.0,1.0,0.0,,14.0
2020-07-04,,,,1.0,0.0,,1.0,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,3.0,2.0,0.0,,15.0
2020-07-05,,,,1.0,0.0,,1.0,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,3.0,2.0,0.0,,15.0
2020-07-06,,,0.0,1.0,0.0,,1.0,3.0,,0.0,0.0,,0.0,0.0,,,0.0,,,1.0,0.0,,3.0,2.0,0.0,,17.0
2020-07-07,,,0.0,,,,1.0,,,,,,,,,,0.0,,,1.0,0.0,,,,0.0,,17.0
